Ensayo,Muestra-año,Exportador,CodigoVUCE (grupos),Cant muestras,Promedio de RESULTADO,Año,Mes
AFLATOXINA G1,C0958-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0959-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0960-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0961-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0962-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0963-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0964-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0965-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0966-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0967-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0968-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0969-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0970-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0971-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0972-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0973-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0974-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0976-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0977-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0978-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0979-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0980-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0981-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0982-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0983-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0984-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0985-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0986-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0987-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0988-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0989-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0990-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0992-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0993-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
AFLATOXINA G1,C0994-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0995-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0996-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0997-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C0998-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1000-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1001-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1002-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1003-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1004-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1005-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1006-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1007-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1008-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1009-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1010-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1014-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1015-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1016-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1017-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1018-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1019-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.25,2023,junio
AFLATOXINA G1,C1020-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1021-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1022-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1023-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1027-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1028-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1029-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1030-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1031-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1032-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1033-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1034-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1035-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1036-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1037-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1038-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1039-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1040-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1041-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1042-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1043-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1044-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1045-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1046-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1047-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1048-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1049-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1050-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1051-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1052-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1053-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1054-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1055-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1056-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1062-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1063-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1064-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1065-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1066-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1067-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1068-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1069-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1074-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1075-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1077-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1078-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1079-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1080-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1081-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1082-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1083-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1084-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1085-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1086-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1087-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1088-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1089-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1090-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1091-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1092-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1093-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1094-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1095-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1096-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1097-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1098-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1099-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1100-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1101-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1102-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1103-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1104-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,1.3,2023,junio
AFLATOXINA G1,C1109-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1110-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1112-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1113-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1114-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1115-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1117-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1118-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1119-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1120-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1123-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1124-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,junio
AFLATOXINA G1,C1127-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1128-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1129-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1130-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1131-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1132-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1133-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1134-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1135-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1136-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1137-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1138-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1139-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1140-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1145-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1146-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1147-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1148-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1149-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1150-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1151-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1152-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1154-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1155-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1156-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,1.65,2023,julio
AFLATOXINA G1,C1157-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,julio
AFLATOXINA G1,C1158-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1159-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1160-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1161-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1162-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1163-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1164-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1165-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1170-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1171-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1172-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1173-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1177-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1178-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1179-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1180-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1186-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.25,2023,julio
AFLATOXINA G1,C1187-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1188-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1189-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1190-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1191-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1192-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1193-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,agosto
AFLATOXINA G1,C1194-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1195-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1196-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1197-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1198-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1199-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1200-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1204-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1205-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1207-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1208-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1209-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1210-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1211-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1212-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1213-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1214-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1215-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1216-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1217-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1218-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1219-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1221-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1222-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1223-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1224-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1225-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1226-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,1.3,2023,julio
AFLATOXINA G1,C1227-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1228-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1229-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1230-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1234-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1235-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1236-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1237-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1238-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1242-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1243-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1244-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1245-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1246-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1247-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1248-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1249-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1250-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1251-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1252-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1253-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1256-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1257-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2023,julio
AFLATOXINA G1,C1258-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1259-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,agosto
AFLATOXINA G1,C1260-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1261-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1262-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1263-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1264-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1265-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1266-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1267-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1268-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1269-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1270-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1271-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1272-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1273-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1274-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1275-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1276-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1277-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
AFLATOXINA G1,C1278-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,julio
