Ensayo,Muestra-año,Exportador,CodigoVUCE (grupos),Cant muestras,Promedio de RESULTADO,Año,Mes
Muy Sucios,C1789-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
Muy Sucios,C1795-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
Muy Sucios,C1796-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1797-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
Muy Sucios,C1798-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
Muy Sucios,C1799-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
Muy Sucios,C1800-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,septiembre
Muy Sucios,C1805-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1806-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1807-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1809-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1810-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1811-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1812-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1813-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1814-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1815-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1816-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1819-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1821-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1822-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1823-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1824-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1825-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1827-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1828-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1829-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1830-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1831-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1832-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1833-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1834-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1835-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1836-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1837-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1838-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1839-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1841-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1842-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1843-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1844-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1845-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1846-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1847-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1848-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1849-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1853-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1854-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1855-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1856-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1858-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1860-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1862-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1863-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1864-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1865-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1866-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1867-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1868-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1869-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1870-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1877-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1879-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1881-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1882-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1883-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1886-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1887-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1888-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1889-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1890-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1891-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1892-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1893-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1894-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1899-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1900-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1903-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1904-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1905-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1911-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1912-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1913-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1914-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1916-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1917-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1918-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1919-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1920-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1924-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1925-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1926-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1927-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1928-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1929-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1930-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1932-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1933-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1934-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1937-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1939-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1940-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1942-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1944-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1945-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1946-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1947-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1948-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1949-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1950-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1952-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1954-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1955-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1956-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1957-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1958-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1959-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1960-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1964-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1965-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1966-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1967-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1968-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1969-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1971-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1972-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1973-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1974-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1975-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1976-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1977-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1978-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1979-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1980-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1986-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,octubre
Muy Sucios,C1987-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1988-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1989-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1990-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1991-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1992-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1993-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,noviembre
Muy Sucios,C1994-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1995-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1996-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1997-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1998-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Muy Sucios,C1999-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,noviembre
Sucios,C0001-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0002-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0003-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0004-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0010-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0013-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,febrero
Sucios,C0014-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0015-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,enero
Sucios,C0016-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0017-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0025-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0026-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0027-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0029-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0030-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0032-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0033-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0034-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0035-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0036-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0037-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0038-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,enero
Sucios,C0039-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0040-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0041-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0043-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0044-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0045-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0046-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0047-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,enero
Sucios,C0048-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0049-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0050-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0051-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0052-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2023,enero
Sucios,C0053-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0054-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,enero
Sucios,C0055-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2023,enero
Sucios,C0056-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0057-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0059-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0064-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,enero
Sucios,C0065-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2023,enero
Sucios,C0066-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2023,enero
Sucios,C0068-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,enero
Sucios,C0069-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0070-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2023,enero
Sucios,C0071-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0072-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,enero
Sucios,C0073-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,enero
Sucios,C0074-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0075-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0077-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0085-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0086-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0087-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,enero
Sucios,C0088-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0091-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0092-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0094-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0095-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0105-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0106-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0107-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0108-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0109-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0110-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0111-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0112-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0115-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0116-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0121-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,1.2,2023,enero
Sucios,C0122-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0123-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0129-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,enero
Sucios,C0134-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0135-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0138-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0140-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0141-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0144-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0145-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0146-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0147-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0149-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,enero
Sucios,C0152-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.6,2023,enero
Sucios,C0153-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0154-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.3,2023,febrero
Sucios,C0155-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.8,2023,febrero
Sucios,C0156-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0157-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0158-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.9,2023,febrero
Sucios,C0159-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0160-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0162-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,febrero
Sucios,C0163-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.6,2023,febrero
Sucios,C0164-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0165-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0167-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0168-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0169-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0170-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,febrero
Sucios,C0171-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0172-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0173-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0174-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0175-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0176-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0178-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0179-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0181-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0182-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0183-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0184-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.5,2023,febrero
Sucios,C0185-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0186-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0187-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0188-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0189-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0192-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0193-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0194-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0195-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0196-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.4,2023,febrero
Sucios,C0211-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.2,2023,febrero
Sucios,C0212-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0213-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0214-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0215-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0,2023,febrero
Sucios,C0217-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
Sucios,C0218-2023,PRO DE MAN S.A.,Maní crudo y blancheado,1,0.1,2023,febrero
